SeniorCitizen,tenure,MonthlyCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.439318859651378,-1.2046463905950056,1.426650297082144,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.2762510145673045,-0.3489090259683637,-1.4847328428301763,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.439318859651378,1.1995681100227022,0.3089316130199696,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
-0.439318859651378,0.1808331521338431,-0.8237342748409557,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.439318859651378,1.1995681100227022,-1.5212704521160125,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
-0.439318859651378,-0.8786512040705705,0.2823588062666342,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-0.9194006023861249,-0.9549375081855498,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.439318859651378,0.1808331521338431,1.2256934460100444,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2.2762510145673045,1.607062093178246,-1.3252960023101632,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
-0.439318859651378,-0.5526560175461356,0.6560389012354145,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-1.2861451872261143,-1.5079840487393448,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.439318859651378,-0.38965842428391806,0.2873412075328848,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
2.2762510145673045,0.4253295420271693,1.4797959105888148,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
-0.439318859651378,0.5475777369738324,0.9931813869183589,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False
-0.439318859651378,-0.9601500007016792,-1.4814112419860093,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.439318859651378,-0.3489090259683637,-1.5046624478951778,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
2.2762510145673045,-1.0008993990172337,1.167565431237123,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
-0.439318859651378,-0.9194006023861249,0.6958981113654179,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.439318859651378,1.5663126948626918,0.19433638389621016,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False
-0.439318859651378,-1.1231475939638966,-1.1459295567251486,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.2762510145673045,0.34383074539606057,0.6228228927937453,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.439318859651378,1.0365705167604848,0.2192483902274622,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
-0.439318859651378,-1.2046463905950056,0.16444197629870802,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
-0.439318859651378,1.4033151016004741,-1.5146272504276788,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
-0.439318859651378,-0.7971524074394618,-1.1343039537705644,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.439318859651378,-1.2861451872261143,-1.488054443674343,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
-0.439318859651378,1.5663126948626918,1.1692262316592064,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
-0.439318859651378,-1.0008993990172337,-0.34044135201466647,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
-0.439318859651378,-0.1859114327061462,0.8719429561062655,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
-0.439318859651378,1.5663126948626918,-1.36681601286225,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
-0.439318859651378,1.4033151016004741,1.7720967848755051,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
-0.439318859651378,1.2403175083382567,0.8104933404891773,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
-0.439318859651378,-1.1231475939638966,0.5181924662024865,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.439318859651378,0.1808331521338431,0.461725251851649,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False
-0.439318859651378,0.832823525182713,1.5545319295825708,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
-0.439318859651378,-0.8379018057550162,-0.6792446381196942,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,1.5255632965471373,-1.5046624478951778,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
-0.439318859651378,-1.2046463905950056,0.3122532138641368,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-0.7564030091239073,0.5862852835079091,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,1.158818711707148,-0.7074782452951129,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
-0.439318859651378,-1.163896992279451,0.7789381324695913,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.439318859651378,-1.2861451872261143,0.8503525506191802,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2.2762510145673045,-0.9194006023861249,-1.1741631639005676,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-0.38965842428391806,-0.32217254737174844,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
-0.439318859651378,-0.2266608310217006,-1.4747680402976753,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2.2762510145673045,1.607062093178246,0.44677804805289767,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False
-0.439318859651378,1.3625657032849199,-0.47994858746967795,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
-0.439318859651378,0.09933435550273437,1.4930823139654827,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
-0.439318859651378,-1.2861451872261143,-0.6543326317884421,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2.2762510145673045,-0.8379018057550162,0.2757156045783002,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.439318859651378,-0.26741022933725495,-0.6759230372755272,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.439318859651378,-0.5934054158616899,-0.9898143170493026,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-1.2046463905950056,-1.1691807626343174,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.439318859651378,1.4033151016004741,-1.476428840719759,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
-0.439318859651378,-0.8379018057550162,-1.4847328428301763,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
2.2762510145673045,-0.022913839443928746,0.6958981113654179,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2.2762510145673045,-0.9601500007016792,0.6660037037679153,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2.2762510145673045,0.7920741268671586,0.5264964683129039,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
-0.439318859651378,-0.6341548141772443,-1.4930368449405937,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
2.2762510145673045,1.5255632965471373,-0.6559934322105255,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
-0.439318859651378,-0.7564030091239073,0.6975589117875013,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-0.439318859651378,-0.5934054158616899,-0.11623329503339824,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
-0.439318859651378,0.5475777369738324,-0.14114530136465026,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2.2762510145673045,-0.7971524074394618,1.0961510130875338,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
-0.439318859651378,-0.5526560175461356,0.455082050163315,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.439318859651378,-1.2046463905950056,0.2026403860066275,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
-0.439318859651378,1.1995681100227022,-1.473107239875592,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
2.2762510145673045,0.22158255044939748,-1.488054443674343,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
-0.439318859651378,-1.041648797332788,-1.519609651693929,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
-0.439318859651378,0.5475777369738324,-0.3105469444171641,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
-0.439318859651378,-0.8379018057550162,0.44179564678664707,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-0.9194006023861249,-1.5079840487393448,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
-0.439318859651378,-0.9601500007016792,0.2923236087991349,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-0.3489090259683637,-0.46001898240467626,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-1.163896992279451,0.8852293594829335,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.439318859651378,0.5475777369738324,0.6394308970145799,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2.2762510145673045,1.4033151016004741,0.9118021662362689,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False
-0.439318859651378,-0.7564030091239073,0.5132100649362364,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False
-0.439318859651378,0.4660789403427237,-1.5079840487393448,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.439318859651378,-0.9601500007016792,-1.526252853382263,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.439318859651378,-1.2861451872261143,0.5630340775987405,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.439318859651378,0.9958211184449305,1.4748135093225647,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
-0.439318859651378,-1.2861451872261143,-1.49137604451851,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2.2762510145673045,1.4848138982315828,1.4930823139654827,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
-0.439318859651378,1.3218163049693654,1.4714919084783975,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False
-0.439318859651378,0.7920741268671586,0.8835685590608495,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
-0.439318859651378,-1.163896992279451,-1.4897152440964267,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
-0.439318859651378,-1.2861451872261143,-1.5328960550705968,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
-0.439318859651378,-1.2861451872261143,-0.6393854279896908,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.439318859651378,1.607062093178246,1.1343494227954536,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
-0.439318859651378,0.832823525182713,-0.3786397617225862,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False
-0.439318859651378,1.607062093178246,0.07309795308411726,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
-0.439318859651378,-1.2453957889105598,0.15447717376620732,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.2762510145673045,1.607062093178246,1.6209639464659096,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
-0.439318859651378,-1.2861451872261143,-0.6360638271455238,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.439318859651378,1.4033151016004741,-1.3319392039984972,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
-0.439318859651378,-0.5934054158616899,-1.49137604451851,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
2.2762510145673045,-1.2453957889105598,0.1777283796753755,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.439318859651378,-0.8379018057550162,0.30062761090955226,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
-0.439318859651378,0.3845801437116149,0.0498467471749486,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
-0.439318859651378,-0.06366323775948311,0.479994056494567,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True
-0.439318859651378,1.4848138982315828,-0.37697896130050285,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
-0.439318859651378,1.4033151016004741,0.6576997016574979,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
-0.439318859651378,0.7513247285516043,-1.5096448491614283,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
-0.439318859651378,1.3218163049693654,-1.3352608048426642,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
-0.439318859651378,-0.30815962765280935,-1.4747680402976753,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.439318859651378,1.0365705167604848,1.232336647698378,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
2.2762510145673045,0.7920741268671586,1.3103942675363012,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
2.2762510145673045,0.1808331521338431,-0.9416511048088821,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-0.439318859651378,-1.163896992279451,-1.3651552124401665,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
2.2762510145673045,1.2403175083382567,0.8171365421775109,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
-0.439318859651378,0.832823525182713,0.9715909814312735,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False
-0.439318859651378,-0.022913839443928746,0.7008805126316681,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.439318859651378,-0.1044126360750375,0.9765733826975241,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False
-0.439318859651378,-0.8786512040705705,0.9632869793208563,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.439318859651378,1.4848138982315828,-0.6227774237688561,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
-0.439318859651378,1.158818711707148,-0.45337578071634227,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
-0.439318859651378,-0.9601500007016792,1.1061158156200344,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
-0.439318859651378,-0.5934054158616899,-0.48825258958009526,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-0.439318859651378,1.0365705167604848,-1.4996800466289273,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
2.2762510145673045,0.09933435550273437,1.1310278219512864,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.439318859651378,-0.7564030091239073,0.36872042821497436,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False
-0.439318859651378,1.0365705167604848,-1.4780896411418423,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
